"Código","Unidade Territorial","UF","Referência","Municípios que aderiram ao Programa Criança Feliz"
"280510","PEDRINHAS","SE","02/2019","1"
"280510","PEDRINHAS","SE","03/2019","1"
"280510","PEDRINHAS","SE","06/2019","1"
"280510","PEDRINHAS","SE","04/2019","1"
"280510","PEDRINHAS","SE","08/2019","1"
"280510","PEDRINHAS","SE","07/2019","1"
"280520","PINHÃO","SE","12/2018","1"
"280520","PINHÃO","SE","09/2019","1"
"280520","PINHÃO","SE","05/2019","1"
"280520","PINHÃO","SE","03/2019","1"
"280520","PINHÃO","SE","10/2018","1"
"280520","PINHÃO","SE","02/2019","1"
"280520","PINHÃO","SE","06/2019","1"
"280520","PINHÃO","SE","09/2018","1"
"280520","PINHÃO","SE","10/2019","1"
"280520","PINHÃO","SE","04/2019","1"
"280520","PINHÃO","SE","07/2019","1"
"280520","PINHÃO","SE","11/2018","1"
"280520","PINHÃO","SE","01/2019","1"
"280520","PINHÃO","SE","08/2019","1"
"280530","PIRAMBU","SE","04/2019","1"
"280530","PIRAMBU","SE","10/2018","1"
"280530","PIRAMBU","SE","06/2019","1"
"280530","PIRAMBU","SE","09/2019","1"
"280530","PIRAMBU","SE","11/2018","1"
"280530","PIRAMBU","SE","03/2019","1"
"280530","PIRAMBU","SE","10/2019","1"
"280530","PIRAMBU","SE","08/2019","1"
"280530","PIRAMBU","SE","09/2018","1"
"280530","PIRAMBU","SE","05/2019","1"
"280530","PIRAMBU","SE","12/2018","1"
"280530","PIRAMBU","SE","07/2019","1"
"280530","PIRAMBU","SE","01/2019","1"
"280530","PIRAMBU","SE","02/2019","1"
"280540","POÇO REDONDO","SE","08/2019","1"
"280540","POÇO REDONDO","SE","12/2018","1"
"280540","POÇO REDONDO","SE","02/2019","1"
"280540","POÇO REDONDO","SE","06/2019","1"
"280540","POÇO REDONDO","SE","04/2019","1"
"280540","POÇO REDONDO","SE","11/2018","1"
"280540","POÇO REDONDO","SE","05/2019","1"
"280540","POÇO REDONDO","SE","10/2018","1"
"280540","POÇO REDONDO","SE","10/2019","1"
"280540","POÇO REDONDO","SE","03/2019","1"
"280540","POÇO REDONDO","SE","07/2019","1"
"280540","POÇO REDONDO","SE","01/2019","1"
"280540","POÇO REDONDO","SE","09/2019","1"
"280540","POÇO REDONDO","SE","09/2018","1"
"280550","POÇO VERDE","SE","12/2018","1"
"280550","POÇO VERDE","SE","02/2019","1"
"280550","POÇO VERDE","SE","09/2018","1"
"280550","POÇO VERDE","SE","10/2019","1"
"280550","POÇO VERDE","SE","07/2019","1"
"280550","POÇO VERDE","SE","09/2019","1"
"280550","POÇO VERDE","SE","10/2018","1"
"280550","POÇO VERDE","SE","06/2019","1"
"280550","POÇO VERDE","SE","04/2019","1"
"280550","POÇO VERDE","SE","08/2019","1"
"280550","POÇO VERDE","SE","05/2019","1"
"280550","POÇO VERDE","SE","11/2018","1"
"280550","POÇO VERDE","SE","01/2019","1"
"280550","POÇO VERDE","SE","03/2019","1"
"280560","PORTO DA FOLHA","SE","01/2019","1"
"280560","PORTO DA FOLHA","SE","02/2019","1"
"280560","PORTO DA FOLHA","SE","12/2018","1"
"280560","PORTO DA FOLHA","SE","11/2018","1"
"280560","PORTO DA FOLHA","SE","04/2019","1"
"280560","PORTO DA FOLHA","SE","06/2019","1"
"280560","PORTO DA FOLHA","SE","10/2018","1"
"280560","PORTO DA FOLHA","SE","09/2019","1"
"280560","PORTO DA FOLHA","SE","08/2019","1"
"280560","PORTO DA FOLHA","SE","09/2018","1"
"280560","PORTO DA FOLHA","SE","07/2019","1"
"280560","PORTO DA FOLHA","SE","03/2019","1"
"280560","PORTO DA FOLHA","SE","10/2019","1"
"280560","PORTO DA FOLHA","SE","05/2019","1"
"280570","PROPRIÁ","SE","12/2018","1"
"280570","PROPRIÁ","SE","10/2018","1"
"280570","PROPRIÁ","SE","11/2018","1"
"280570","PROPRIÁ","SE","09/2019","1"
"280570","PROPRIÁ","SE","04/2019","1"
"280570","PROPRIÁ","SE","10/2019","1"
"280570","PROPRIÁ","SE","01/2019","1"
"280570","PROPRIÁ","SE","06/2019","1"
"280570","PROPRIÁ","SE","02/2019","1"
"280570","PROPRIÁ","SE","07/2019","1"
"280570","PROPRIÁ","SE","08/2019","1"
"280570","PROPRIÁ","SE","09/2018","1"
"280570","PROPRIÁ","SE","03/2019","1"
"280570","PROPRIÁ","SE","05/2019","1"
"280580","RIACHÃO DO DANTAS","SE","02/2019","1"
"280580","RIACHÃO DO DANTAS","SE","11/2018","1"
"280580","RIACHÃO DO DANTAS","SE","08/2019","1"
"280580","RIACHÃO DO DANTAS","SE","09/2019","1"
"280580","RIACHÃO DO DANTAS","SE","09/2018","1"
"280580","RIACHÃO DO DANTAS","SE","10/2018","1"
"280580","RIACHÃO DO DANTAS","SE","05/2019","1"
"280580","RIACHÃO DO DANTAS","SE","12/2018","1"
"280580","RIACHÃO DO DANTAS","SE","01/2019","1"
"280580","RIACHÃO DO DANTAS","SE","04/2019","1"
"280580","RIACHÃO DO DANTAS","SE","10/2019","1"
"280580","RIACHÃO DO DANTAS","SE","06/2019","1"
"280580","RIACHÃO DO DANTAS","SE","07/2019","1"
"280580","RIACHÃO DO DANTAS","SE","03/2019","1"
"280590","RIACHUELO","SE","09/2018","1"
"280590","RIACHUELO","SE","09/2019","1"
"280590","RIACHUELO","SE","05/2019","1"
"280590","RIACHUELO","SE","01/2019","1"
"280590","RIACHUELO","SE","10/2019","1"
"280590","RIACHUELO","SE","02/2019","1"
"280590","RIACHUELO","SE","10/2018","1"
"280590","RIACHUELO","SE","11/2018","1"
"280590","RIACHUELO","SE","08/2019","1"
"280590","RIACHUELO","SE","07/2019","1"
"280590","RIACHUELO","SE","03/2019","1"
"280590","RIACHUELO","SE","06/2019","1"
"280590","RIACHUELO","SE","04/2019","1"
"280590","RIACHUELO","SE","12/2018","1"
"280600","RIBEIRÓPOLIS","SE","01/2019","1"
"280600","RIBEIRÓPOLIS","SE","12/2018","1"
"280600","RIBEIRÓPOLIS","SE","03/2019","1"
"280600","RIBEIRÓPOLIS","SE","10/2019","1"
"280600","RIBEIRÓPOLIS","SE","09/2018","1"
"280600","RIBEIRÓPOLIS","SE","08/2019","1"
"280600","RIBEIRÓPOLIS","SE","05/2019","1"
"280600","RIBEIRÓPOLIS","SE","02/2019","1"
"280600","RIBEIRÓPOLIS","SE","07/2019","1"
"280600","RIBEIRÓPOLIS","SE","11/2018","1"
"280600","RIBEIRÓPOLIS","SE","09/2019","1"
"280600","RIBEIRÓPOLIS","SE","06/2019","1"
"280600","RIBEIRÓPOLIS","SE","04/2019","1"
"280600","RIBEIRÓPOLIS","SE","10/2018","1"
"280610","ROSÁRIO DO CATETE","SE","10/2018","1"
"280610","ROSÁRIO DO CATETE","SE","06/2019","1"
"280610","ROSÁRIO DO CATETE","SE","04/2019","1"
"280610","ROSÁRIO DO CATETE","SE","02/2019","1"
"280610","ROSÁRIO DO CATETE","SE","09/2019","1"
"280610","ROSÁRIO DO CATETE","SE","09/2018","1"
"280610","ROSÁRIO DO CATETE","SE","08/2019","1"
"280610","ROSÁRIO DO CATETE","SE","05/2019","1"
"280610","ROSÁRIO DO CATETE","SE","12/2018","1"
"280610","ROSÁRIO DO CATETE","SE","01/2019","1"
"280610","ROSÁRIO DO CATETE","SE","07/2019","1"
"280610","ROSÁRIO DO CATETE","SE","03/2019","1"
"280610","ROSÁRIO DO CATETE","SE","10/2019","1"
"280610","ROSÁRIO DO CATETE","SE","11/2018","1"
"280620","SALGADO","SE","02/2019","1"
"280620","SALGADO","SE","07/2019","1"
"280620","SALGADO","SE","09/2018","1"
"280620","SALGADO","SE","06/2019","1"
"280620","SALGADO","SE","05/2019","1"
"280620","SALGADO","SE","12/2018","1"
"280620","SALGADO","SE","10/2019","1"
"280620","SALGADO","SE","01/2019","1"
"280620","SALGADO","SE","08/2019","1"
"280620","SALGADO","SE","04/2019","1"
"280620","SALGADO","SE","03/2019","1"
"280620","SALGADO","SE","09/2019","1"
"280620","SALGADO","SE","11/2018","1"
"280620","SALGADO","SE","10/2018","1"
"280630","SANTA LUZIA DO ITANHY","SE","10/2018","1"
"280630","SANTA LUZIA DO ITANHY","SE","04/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","09/2018","1"
"280630","SANTA LUZIA DO ITANHY","SE","11/2018","1"
"280630","SANTA LUZIA DO ITANHY","SE","02/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","05/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","01/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","07/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","12/2018","1"
"280630","SANTA LUZIA DO ITANHY","SE","08/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","06/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","03/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","09/2019","1"
"280630","SANTA LUZIA DO ITANHY","SE","10/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","05/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","11/2018","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","10/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","04/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","06/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","07/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","09/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","09/2018","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","10/2018","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","12/2018","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","03/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","02/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","01/2019","1"
"280640","SANTANA DO SÃO FRANCISCO","SE","08/2019","1"
"280650","SANTA ROSA DE LIMA","SE","07/2019","1"
"280650","SANTA ROSA DE LIMA","SE","01/2019","1"
"280650","SANTA ROSA DE LIMA","SE","08/2019","1"
"280650","SANTA ROSA DE LIMA","SE","10/2019","1"
"280650","SANTA ROSA DE LIMA","SE","09/2019","1"
"280650","SANTA ROSA DE LIMA","SE","06/2019","1"
"280650","SANTA ROSA DE LIMA","SE","11/2018","1"
"280650","SANTA ROSA DE LIMA","SE","02/2019","1"
"280650","SANTA ROSA DE LIMA","SE","10/2018","1"
"280650","SANTA ROSA DE LIMA","SE","09/2018","1"
"280650","SANTA ROSA DE LIMA","SE","04/2019","1"
"280650","SANTA ROSA DE LIMA","SE","03/2019","1"
"280650","SANTA ROSA DE LIMA","SE","12/2018","1"
"280650","SANTA ROSA DE LIMA","SE","05/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","09/2018","1"
"280660","SANTO AMARO DAS BROTAS","SE","06/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","11/2018","1"
"280660","SANTO AMARO DAS BROTAS","SE","12/2018","1"
"280660","SANTO AMARO DAS BROTAS","SE","10/2018","1"
"280660","SANTO AMARO DAS BROTAS","SE","04/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","07/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","09/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","01/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","08/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","05/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","02/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","10/2019","1"
"280660","SANTO AMARO DAS BROTAS","SE","03/2019","1"
"280670","SÃO CRISTÓVÃO","SE","04/2019","1"
"280670","SÃO CRISTÓVÃO","SE","07/2019","1"
"280670","SÃO CRISTÓVÃO","SE","09/2018","1"
"280670","SÃO CRISTÓVÃO","SE","05/2019","1"
"280670","SÃO CRISTÓVÃO","SE","12/2018","1"
"280670","SÃO CRISTÓVÃO","SE","10/2019","1"
"280670","SÃO CRISTÓVÃO","SE","09/2019","1"
"280670","SÃO CRISTÓVÃO","SE","11/2018","1"
"280670","SÃO CRISTÓVÃO","SE","10/2018","1"
"280670","SÃO CRISTÓVÃO","SE","03/2019","1"
"280670","SÃO CRISTÓVÃO","SE","06/2019","1"
"280670","SÃO CRISTÓVÃO","SE","02/2019","1"
"280670","SÃO CRISTÓVÃO","SE","08/2019","1"
"280670","SÃO CRISTÓVÃO","SE","01/2019","1"
"280680","SÃO DOMINGOS","SE","05/2019","1"
"280680","SÃO DOMINGOS","SE","10/2018","1"
"280680","SÃO DOMINGOS","SE","11/2018","1"
"280680","SÃO DOMINGOS","SE","08/2019","1"
"280680","SÃO DOMINGOS","SE","02/2019","1"
"280680","SÃO DOMINGOS","SE","03/2019","1"
"280680","SÃO DOMINGOS","SE","09/2018","1"
"280680","SÃO DOMINGOS","SE","07/2019","1"
"280680","SÃO DOMINGOS","SE","06/2019","1"
"280680","SÃO DOMINGOS","SE","09/2019","1"
"280680","SÃO DOMINGOS","SE","10/2019","1"
"280680","SÃO DOMINGOS","SE","04/2019","1"
"280680","SÃO DOMINGOS","SE","12/2018","1"
"280680","SÃO DOMINGOS","SE","01/2019","1"
"280690","SÃO FRANCISCO","SE","10/2018","1"
"280690","SÃO FRANCISCO","SE","08/2019","1"
"280690","SÃO FRANCISCO","SE","03/2019","1"
"280690","SÃO FRANCISCO","SE","01/2019","1"
"280690","SÃO FRANCISCO","SE","11/2018","1"
"280690","SÃO FRANCISCO","SE","05/2019","1"
"280690","SÃO FRANCISCO","SE","07/2019","1"
"280690","SÃO FRANCISCO","SE","02/2019","1"
"280690","SÃO FRANCISCO","SE","06/2019","1"
"280690","SÃO FRANCISCO","SE","12/2018","1"
"280690","SÃO FRANCISCO","SE","09/2019","1"
"280690","SÃO FRANCISCO","SE","04/2019","1"
"280690","SÃO FRANCISCO","SE","10/2019","1"
"280690","SÃO FRANCISCO","SE","09/2018","1"
"280720","SIRIRI","SE","10/2019","1"
"280720","SIRIRI","SE","11/2018","1"
"280720","SIRIRI","SE","09/2019","1"
"280720","SIRIRI","SE","03/2019","1"
"280720","SIRIRI","SE","09/2018","1"
"280720","SIRIRI","SE","07/2019","1"
"280720","SIRIRI","SE","05/2019","1"
"280720","SIRIRI","SE","12/2018","1"
"280720","SIRIRI","SE","08/2019","1"
"280720","SIRIRI","SE","01/2019","1"
"280720","SIRIRI","SE","06/2019","1"
"280720","SIRIRI","SE","10/2018","1"
"280720","SIRIRI","SE","02/2019","1"
"280720","SIRIRI","SE","04/2019","1"
"280730","TELHA","SE","06/2019","1"
"280730","TELHA","SE","03/2019","1"
"280730","TELHA","SE","12/2018","1"
"280730","TELHA","SE","11/2018","1"
"280730","TELHA","SE","09/2019","1"
"280730","TELHA","SE","01/2019","1"
"280730","TELHA","SE","05/2019","1"
"280730","TELHA","SE","04/2019","1"
"280730","TELHA","SE","02/2019","1"
"280730","TELHA","SE","09/2018","1"
"280730","TELHA","SE","10/2018","1"
"280730","TELHA","SE","10/2019","1"
"280730","TELHA","SE","08/2019","1"
"280730","TELHA","SE","07/2019","1"
"280740","TOBIAS BARRETO","SE","04/2019","1"
"280740","TOBIAS BARRETO","SE","08/2019","1"
"280740","TOBIAS BARRETO","SE","12/2018","1"
"280740","TOBIAS BARRETO","SE","10/2019","1"
"280740","TOBIAS BARRETO","SE","06/2019","1"
"280740","TOBIAS BARRETO","SE","11/2018","1"
"280740","TOBIAS BARRETO","SE","01/2019","1"
"280740","TOBIAS BARRETO","SE","07/2019","1"
"280740","TOBIAS BARRETO","SE","09/2019","1"
"280740","TOBIAS BARRETO","SE","10/2018","1"
"280740","TOBIAS BARRETO","SE","02/2019","1"
"280740","TOBIAS BARRETO","SE","03/2019","1"
"280740","TOBIAS BARRETO","SE","09/2018","1"
"280740","TOBIAS BARRETO","SE","05/2019","1"
"280760","UMBAÚBA","SE","11/2018","1"
"280760","UMBAÚBA","SE","03/2019","1"
"280760","UMBAÚBA","SE","01/2019","1"
"280760","UMBAÚBA","SE","04/2019","1"
"280760","UMBAÚBA","SE","10/2018","1"
"280760","UMBAÚBA","SE","12/2018","1"
"280760","UMBAÚBA","SE","09/2018","1"
"280760","UMBAÚBA","SE","06/2019","1"
"280760","UMBAÚBA","SE","09/2019","1"
"280760","UMBAÚBA","SE","08/2019","1"
"280760","UMBAÚBA","SE","05/2019","1"
"280760","UMBAÚBA","SE","02/2019","1"
"280760","UMBAÚBA","SE","10/2019","1"
"280760","UMBAÚBA","SE","07/2019","1"
"350030","AGUAÍ","SP","11/2018","1"
"350030","AGUAÍ","SP","01/2019","1"
"350030","AGUAÍ","SP","09/2019","1"
"350030","AGUAÍ","SP","03/2019","1"
"350030","AGUAÍ","SP","08/2019","1"
"350030","AGUAÍ","SP","09/2018","1"
"350030","AGUAÍ","SP","05/2019","1"
"350030","AGUAÍ","SP","06/2019","1"
"350030","AGUAÍ","SP","10/2019","1"
"350030","AGUAÍ","SP","02/2019","1"
"350030","AGUAÍ","SP","10/2018","1"
"350030","AGUAÍ","SP","04/2019","1"
"350030","AGUAÍ","SP","07/2019","1"
"350030","AGUAÍ","SP","12/2018","1"
"350070","AGUDOS","SP","04/2019","1"
"350070","AGUDOS","SP","09/2019","1"
"350070","AGUDOS","SP","12/2018","1"
"350070","AGUDOS","SP","02/2019","1"
"350070","AGUDOS","SP","10/2019","1"
"350070","AGUDOS","SP","08/2019","1"
"350070","AGUDOS","SP","03/2019","1"
"350070","AGUDOS","SP","10/2018","1"
"350070","AGUDOS","SP","06/2019","1"
"350070","AGUDOS","SP","09/2018","1"
"350070","AGUDOS","SP","07/2019","1"
"350070","AGUDOS","SP","11/2018","1"
"350070","AGUDOS","SP","01/2019","1"
"350070","AGUDOS","SP","05/2019","1"
"350100","ALTINÓPOLIS","SP","08/2019","1"
"350100","ALTINÓPOLIS","SP","11/2018","1"
"350100","ALTINÓPOLIS","SP","05/2019","1"
"350100","ALTINÓPOLIS","SP","09/2018","1"
"350100","ALTINÓPOLIS","SP","06/2019","1"
"350100","ALTINÓPOLIS","SP","10/2019","1"
"350100","ALTINÓPOLIS","SP","02/2019","1"
"350100","ALTINÓPOLIS","SP","09/2019","1"
"350100","ALTINÓPOLIS","SP","12/2018","1"
"350100","ALTINÓPOLIS","SP","10/2018","1"
"350100","ALTINÓPOLIS","SP","04/2019","1"
"350100","ALTINÓPOLIS","SP","01/2019","1"
"350100","ALTINÓPOLIS","SP","07/2019","1"
"350100","ALTINÓPOLIS","SP","03/2019","1"
"350115","ALUMÍNIO","SP","09/2019","1"
"350115","ALUMÍNIO","SP","11/2018","1"
"350115","ALUMÍNIO","SP","12/2018","1"
"350115","ALUMÍNIO","SP","09/2018","1"
"350115","ALUMÍNIO","SP","08/2019","1"
"350115","ALUMÍNIO","SP","04/2019","1"
"350115","ALUMÍNIO","SP","06/2019","1"
"350115","ALUMÍNIO","SP","01/2019","1"
"350115","ALUMÍNIO","SP","07/2019","1"
"350115","ALUMÍNIO","SP","10/2019","1"
"350115","ALUMÍNIO","SP","10/2018","1"
"350115","ALUMÍNIO","SP","03/2019","1"
"350115","ALUMÍNIO","SP","05/2019","1"
"350115","ALUMÍNIO","SP","02/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","03/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","12/2018","1"
"350170","AMÉRICO BRASILIENSE","SP","08/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","01/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","06/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","05/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","09/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","04/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","09/2018","1"
"350170","AMÉRICO BRASILIENSE","SP","11/2018","1"
"350170","AMÉRICO BRASILIENSE","SP","02/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","10/2018","1"
"350170","AMÉRICO BRASILIENSE","SP","10/2019","1"
"350170","AMÉRICO BRASILIENSE","SP","07/2019","1"
"350250","APARECIDA","SP","05/2019","1"
"350250","APARECIDA","SP","11/2018","1"
"350250","APARECIDA","SP","04/2019","1"
"350250","APARECIDA","SP","10/2018","1"
"350250","APARECIDA","SP","08/2019","1"
"350250","APARECIDA","SP","07/2019","1"
"350250","APARECIDA","SP","03/2019","1"
"350250","APARECIDA","SP","06/2019","1"
"350250","APARECIDA","SP","09/2018","1"
"350250","APARECIDA","SP","12/2018","1"
"350250","APARECIDA","SP","01/2019","1"
"350250","APARECIDA","SP","02/2019","1"
"350250","APARECIDA","SP","09/2019","1"
"350250","APARECIDA","SP","10/2019","1"
"350270","APIAÍ","SP","10/2019","1"
"350270","APIAÍ","SP","02/2019","1"
"350270","APIAÍ","SP","12/2018","1"
"350270","APIAÍ","SP","11/2018","1"
"350270","APIAÍ","SP","06/2019","1"
"350270","APIAÍ","SP","10/2018","1"
"350270","APIAÍ","SP","07/2019","1"
"350270","APIAÍ","SP","09/2018","1"
"350270","APIAÍ","SP","08/2019","1"
"350270","APIAÍ","SP","05/2019","1"
"350270","APIAÍ","SP","09/2019","1"
"350270","APIAÍ","SP","04/2019","1"
"350270","APIAÍ","SP","01/2019","1"
"350270","APIAÍ","SP","03/2019","1"
"350275","ARAÇARIGUAMA","SP","05/2019","1"
"350275","ARAÇARIGUAMA","SP","09/2018","1"
"350275","ARAÇARIGUAMA","SP","02/2019","1"
"350275","ARAÇARIGUAMA","SP","01/2019","1"
"350275","ARAÇARIGUAMA","SP","09/2019","1"
"350275","ARAÇARIGUAMA","SP","08/2019","1"
"350275","ARAÇARIGUAMA","SP","10/2018","1"
"350275","ARAÇARIGUAMA","SP","07/2019","1"
"350275","ARAÇARIGUAMA","SP","10/2019","1"
"350275","ARAÇARIGUAMA","SP","04/2019","1"
"350275","ARAÇARIGUAMA","SP","06/2019","1"
"350275","ARAÇARIGUAMA","SP","03/2019","1"
"350275","ARAÇARIGUAMA","SP","12/2018","1"
"350275","ARAÇARIGUAMA","SP","11/2018","1"
"350320","ARARAQUARA","SP","08/2019","1"
"350320","ARARAQUARA","SP","10/2019","1"
"350320","ARARAQUARA","SP","09/2018","1"
"350320","ARARAQUARA","SP","10/2018","1"
"350320","ARARAQUARA","SP","07/2019","1"
"350320","ARARAQUARA","SP","02/2019","1"
"350320","ARARAQUARA","SP","04/2019","1"
"350320","ARARAQUARA","SP","03/2019","1"
"350320","ARARAQUARA","SP","01/2019","1"
"350320","ARARAQUARA","SP","09/2019","1"
"350320","ARARAQUARA","SP","06/2019","1"
"350320","ARARAQUARA","SP","05/2019","1"
"350320","ARARAQUARA","SP","11/2018","1"
"350380","ARTUR NOGUEIRA","SP","10/2019","1"
"350380","ARTUR NOGUEIRA","SP","09/2019","1"
"350380","ARTUR NOGUEIRA","SP","11/2018","1"
"350380","ARTUR NOGUEIRA","SP","10/2018","1"
"350380","ARTUR NOGUEIRA","SP","04/2019","1"
"350380","ARTUR NOGUEIRA","SP","03/2019","1"
"350380","ARTUR NOGUEIRA","SP","12/2018","1"
"350380","ARTUR NOGUEIRA","SP","05/2019","1"
"350380","ARTUR NOGUEIRA","SP","06/2019","1"
"350380","ARTUR NOGUEIRA","SP","09/2018","1"
"350380","ARTUR NOGUEIRA","SP","07/2019","1"
"350380","ARTUR NOGUEIRA","SP","01/2019","1"
"350380","ARTUR NOGUEIRA","SP","02/2019","1"
"350380","ARTUR NOGUEIRA","SP","08/2019","1"
"350390","ARUJÁ","SP","11/2018","1"
"350390","ARUJÁ","SP","01/2019","1"
"350390","ARUJÁ","SP","09/2019","1"
"350390","ARUJÁ","SP","04/2019","1"
"350390","ARUJÁ","SP","02/2019","1"
"350390","ARUJÁ","SP","10/2018","1"
"350390","ARUJÁ","SP","10/2019","1"
"350390","ARUJÁ","SP","09/2018","1"
"350390","ARUJÁ","SP","05/2019","1"
"350390","ARUJÁ","SP","12/2018","1"
"350390","ARUJÁ","SP","08/2019","1"
"350390","ARUJÁ","SP","07/2019","1"
"350390","ARUJÁ","SP","06/2019","1"
"350390","ARUJÁ","SP","03/2019","1"
"350400","ASSIS","SP","02/2019","1"
"350400","ASSIS","SP","12/2018","1"
"350400","ASSIS","SP","11/2018","1"
"350400","ASSIS","SP","01/2019","1"
"350400","ASSIS","SP","07/2019","1"
"350400","ASSIS","SP","04/2019","1"
"350400","ASSIS","SP","03/2019","1"
"350400","ASSIS","SP","10/2018","1"
"350400","ASSIS","SP","05/2019","1"
"350400","ASSIS","SP","10/2019","1"
"350400","ASSIS","SP","09/2019","1"
"350400","ASSIS","SP","06/2019","1"
"350400","ASSIS","SP","08/2019","1"
"350400","ASSIS","SP","09/2018","1"
"350410","ATIBAIA","SP","09/2018","1"
"350410","ATIBAIA","SP","11/2018","1"
"350410","ATIBAIA","SP","02/2019","1"
"350410","ATIBAIA","SP","04/2019","1"
"350410","ATIBAIA","SP","10/2019","1"
"350410","ATIBAIA","SP","09/2019","1"
"350410","ATIBAIA","SP","10/2018","1"
"350410","ATIBAIA","SP","01/2019","1"
"350410","ATIBAIA","SP","03/2019","1"
"350410","ATIBAIA","SP","07/2019","1"
"350410","ATIBAIA","SP","08/2019","1"
"350410","ATIBAIA","SP","05/2019","1"
"350410","ATIBAIA","SP","06/2019","1"
"350410","ATIBAIA","SP","12/2018","1"
"350430","AVAÍ","SP","04/2019","1"
"350430","AVAÍ","SP","10/2018","1"
"350430","AVAÍ","SP","07/2019","1"
"350430","AVAÍ","SP","10/2019","1"
"350430","AVAÍ","SP","06/2019","1"
"350430","AVAÍ","SP","09/2018","1"
"350430","AVAÍ","SP","02/2019","1"
"350430","AVAÍ","SP","09/2019","1"
"350430","AVAÍ","SP","03/2019","1"
"350430","AVAÍ","SP","08/2019","1"
"350430","AVAÍ","SP","05/2019","1"
"350430","AVAÍ","SP","01/2019","1"
"350430","AVAÍ","SP","12/2018","1"
"350430","AVAÍ","SP","11/2018","1"
"350490","BANANAL","SP","10/2018","1"
"350490","BANANAL","SP","09/2018","1"
"350520","BARIRI","SP","06/2019","1"
"350520","BARIRI","SP","04/2019","1"
"350520","BARIRI","SP","12/2018","1"
"350520","BARIRI","SP","05/2019","1"
"350520","BARIRI","SP","10/2019","1"
"350520","BARIRI","SP","07/2019","1"
"350520","BARIRI","SP","01/2019","1"
"350520","BARIRI","SP","11/2018","1"
"350520","BARIRI","SP","09/2018","1"
"350520","BARIRI","SP","03/2019","1"
"350520","BARIRI","SP","09/2019","1"
"350520","BARIRI","SP","02/2019","1"
"350520","BARIRI","SP","08/2019","1"
"350520","BARIRI","SP","10/2018","1"
"350530","BARRA BONITA","SP","09/2019","1"
"350530","BARRA BONITA","SP","04/2019","1"
"350530","BARRA BONITA","SP","10/2019","1"
"350530","BARRA BONITA","SP","03/2019","1"
"350530","BARRA BONITA","SP","09/2018","1"
"350530","BARRA BONITA","SP","06/2019","1"
"350530","BARRA BONITA","SP","07/2019","1"
"350530","BARRA BONITA","SP","08/2019","1"
"350530","BARRA BONITA","SP","11/2018","1"
"350530","BARRA BONITA","SP","01/2019","1"
"350530","BARRA BONITA","SP","02/2019","1"
"350530","BARRA BONITA","SP","10/2018","1"
"350530","BARRA BONITA","SP","05/2019","1"
"350530","BARRA BONITA","SP","12/2018","1"
"350535","BARRA DO CHAPÉU","SP","05/2019","1"
"350535","BARRA DO CHAPÉU","SP","10/2019","1"
"350535","BARRA DO CHAPÉU","SP","03/2019","1"
"350535","BARRA DO CHAPÉU","SP","08/2019","1"
"350535","BARRA DO CHAPÉU","SP","04/2019","1"
"350535","BARRA DO CHAPÉU","SP","12/2018","1"
"350535","BARRA DO CHAPÉU","SP","07/2019","1"
